date,venue,city,country,lat,long,tour,songs
2022-06-05,Olympiastadion,Munich,DE,48.1374325498109,11.5754914283752,Sixty,"['Charlie Watts Tribute', 'Street Fighting Man', '19th Nervous Breakdown', 'Rocks Off', 'Tumbling Dice', 'Out of Time', 'Ruby Tuesday', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Honky Tonk Women', 'Connection', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Start Me Up', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction"", 'Exodus']"
2022-06-01,Estadio Metropolitano,Madrid,ES,40.4165020941502,-3.70256423950195,Sixty,"['Charlie Watts Tribute', 'Street Fighting Man', '19th Nervous Breakdown', 'Sad Sad Sad', 'Tumbling Dice', 'Out of Time', 'Beast of Burden', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Start Me Up', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction"", 'Exodus']"
2022-01-27,Honeywell Center,Wabash,US,40.797821,-85.8205411,,"['Start Me Up', 'Street Fighting Man', 'Tumbling Dice', '19th Nervous Breakdown', ""Can't You Hear Me Knocking"", 'Sympathy for the Devil', 'Wild Horses', 'Miss You', 'Paint It Black', 'Gimme Shelter', ""Jumpin' Jack Flash"", 'Happy', ""You Can't Always Get What You Want"", 'Honky Tonk Women', 'Brown Sugar', ""(I Can't Get No) Satisfaction""]"
2021-12-06,Ronnie Scott's Jazz Club,London,GB,51.5084152563931,-0.125532746315002,,"['Shame, Shame, Shame', 'Down the Road Apiece']"
2021-11-23,Hard Rock Live,Hollywood,US,26.0112014,-80.1494901,No Filter,"['Charlie Watts Tribute', 'Street Fighting Man', ""Let's Spend the Night Together"", '19th Nervous Breakdown', 'Tumbling Dice', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Connection', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-11-20,"Super Stage, Circuit of the Americas",Austin,US,30.267153,-97.7430608,No Filter,"['Charlie Watts Tribute', 'Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", '19th Nervous Breakdown', 'Tumbling Dice', 'Let It Bleed', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Connection', 'You Got the Silver', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-11-15,Ford Field,Detroit,US,42.331427,-83.0457538,No Filter,"['Charlie Watts Tribute', 'Street Fighting Man', 'You Got Me Rocking', '19th Nervous Breakdown', 'Tumbling Dice', ""Ain't Too Proud to Beg"", 'Wild Horses', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Connection', 'Before They Make Me Run', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-11-11,Mercedes-Benz Stadium,Atlanta,US,33.7489954,-84.3879824,No Filter,"['Charlie Watts Tribute', 'Street Fighting Man', ""Let's Spend the Night Together"", '19th Nervous Breakdown', 'Tumbling Dice', 'Shattered', ""She's a Rainbow"", ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Connection', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-11-06,Allegiant Stadium,Las Vegas,US,36.1749705,-115.137223,No Filter,"['Charlie Watts Tribute', 'Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", '19th Nervous Breakdown', 'Tumbling Dice', 'Rocks Off', 'Ruby Tuesday', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Connection', 'Happy', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-11-02,Cotton Bowl,Dallas,US,32.7830556,-96.8066667,No Filter,"['Charlie Watts Tribute', 'Street Fighting Man', 'You Got Me Rocking', '19th Nervous Breakdown', 'Tumbling Dice', 'Doo Doo Doo Doo Doo (Heartbreaker)', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Connection', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-10-29,Raymond James Stadium,Tampa,US,27.9475216,-82.4584279,No Filter,"['Charlie Watts Tribute', 'Street Fighting Man', 'Get Off of My Cloud', 'Sad Sad Sad', 'Tumbling Dice', 'Beast of Burden', 'Far Away Eyes', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Connection', 'Happy', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-10-24,U.S. Bank Stadium,Minneapolis,US,44.9799654,-93.2638361,No Filter,"['Charlie Watts Tribute', 'Street Fighting Man', ""Let's Spend the Night Together"", '19th Nervous Breakdown', 'Tumbling Dice', 'Monkey Man', 'Fool to Cry', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Connection', 'Before They Make Me Run', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-10-17,SoFi Stadium,Inglewood,US,33.9616801,-118.3531311,No Filter,"['Charlie Watts Tribute', 'Street Fighting Man', 'All Down the Line', '19th Nervous Breakdown', 'Tumbling Dice', 'Beast of Burden', 'Wild Horses', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Connection', 'Before They Make Me Run', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-10-14,SoFi Stadium,Inglewood,US,33.9616801,-118.3531311,No Filter,"['Charlie Watts Tribute', ""Let's Spend the Night Together"", '19th Nervous Breakdown', 'Rocks Off', 'Get Off of My Cloud', 'Tumbling Dice', 'Ruby Tuesday', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Connection', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-10-09,Nissan Stadium,Nashville,US,36.1658899,-86.7844432,No Filter,"['Charlie Watts Tribute', 'Street Fighting Man', ""Let's Spend the Night Together"", 'Tumbling Dice', '19th Nervous Breakdown', ""Troubles a' Comin"", 'Dead Flowers', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Connection', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-10-04,Heinz Field,Pittsburgh,US,40.4406248,-79.9958864,No Filter,"['Charlie Watts Tribute', 'Street Fighting Man', ""Let's Spend the Night Together"", 'Tumbling Dice', '19th Nervous Breakdown', ""Troubles a' Comin"", 'Angie', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Before They Make Me Run', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-09-30,Bank of America Stadium,Charlotte,US,35.2270869,-80.8431268,No Filter,"['Charlie Watts Tribute', 'Street Fighting Man', ""Let's Spend the Night Together"", 'Tumbling Dice', '19th Nervous Breakdown', ""Troubles a' Comin"", 'Let It Bleed', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Before They Make Me Run', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-09-26,The Dome at America's Center,St. Louis,US,38.6272733,-90.1978889,No Filter,"['Charlie Watts Tribute', 'Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Under My Thumb', '19th Nervous Breakdown', 'Wild Horses', ""You Can't Always Get What You Want"", 'Living in a Ghost Town', 'Start Me Up', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2021-09-20,Gillette Stadium,Foxborough,US,42.0653768,-71.2478308,,"[""Let's Spend the Night Together"", 'Tumbling Dice', 'Under My Thumb', ""Troubles a' Comin"", 'Living in a Ghost Town', ""You Can't Always Get What You Want"", 'Midnight Rambler', 'Miss You', '19th Nervous Breakdown', 'Start Me Up', 'Gimme Shelter', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", ""(I Can't Get No) Satisfaction""]"
2021-07-21,Sellersville Theater,Sellersville,US,40.3539926,-75.3048982,,"['Street Fighting Man', 'Tumbling Dice', '19th Nervous Breakdown', 'Under My Thumb', 'The Last Time', ""Let's Spend the Night Together"", ""It's All Over Now"", ""Mother's Little Helper"", 'Time Is on My Side', 'Get Off of My Cloud', ""Can't You Hear Me Knocking"", 'Sympathy for the Devil', 'Monkey Man', 'Wild Horses', 'Miss You', 'Beast of Burden', 'Gimme Shelter', 'Paint It Black', ""Jumpin' Jack Flash"", 'Happy', ""You Can't Always Get What You Want"", 'Honky Tonk Women', 'Brown Sugar', ""(I Can't Get No) Satisfaction""]"
2021-07-09,Younger's Showroom,Romeo,US,42.802808,-83.0129874,,"['Street Fighting Man', 'Tumbling Dice', 'Bitch', 'Doo Doo Doo Doo Doo (Heartbreaker)', 'Under My Thumb', ""Can't You Hear Me Knocking"", 'Sympathy for the Devil', 'Miss You', 'Beast of Burden', 'Gimme Shelter', 'Paint It Black', ""Jumpin' Jack Flash"", 'Happy', ""You Can't Always Get What You Want"", 'Honky Tonk Women', 'Brown Sugar', ""(I Can't Get No) Satisfaction""]"
2021-06-05,Addison Circle Park,Addison,US,32.96179,-96.8291685,,"['Start Me Up', 'Street Fighting Man', 'Tumbling Dice', 'Bitch', 'Doo Doo Doo Doo Doo (Heartbreaker)', 'Under My Thumb', ""Can't You Hear Me Knocking"", 'Sympathy for the Devil', 'Wild Horses', 'Miss You', 'Beast of Burden', 'Gimme Shelter', 'Paint It Black', ""Jumpin' Jack Flash"", 'Happy', ""You Can't Always Get What You Want"", 'Honky Tonk Women', 'Brown Sugar', ""(I Can't Get No) Satisfaction""]"
2020-07-21,Sint-Veerleplein,Ghent,BE,51.05,3.717,,"['Brown Sugar', ""Can't You Hear Me Knocking"", 'Wild Horses']"
2020-01-24,Crystal Bees,Southington,US,41.5964869,-72.8776013,,"['Street Fighting Man', 'Tumbling Dice', '19th Nervous Breakdown', 'Under My Thumb', 'The Last Time', 'Time Waits for No One', 'Get Off of My Cloud', ""Can't You Hear Me Knocking"", 'Sympathy for the Devil', 'Bitch', 'Gimme Shelter', ""Ain't Too Proud to Beg"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Start Me Up', 'Miss You', 'Beast of Burden', ""She's So Cold"", 'Angie', 'Far Away Eyes', 'Paint It Black', ""Jumpin' Jack Flash"", 'Happy', ""You Can't Always Get What You Want"", 'Honky Tonk Women', 'Brown Sugar', ""(I Can't Get No) Satisfaction""]"
2019-09-14,The Elm,Waterville,US,44.5520105,-69.6317121,,"['Start Me Up', 'Street Fighting Man', 'Tumbling Dice', '19th Nervous Breakdown', 'Under My Thumb', 'The Last Time', ""Let's Spend the Night Together"", ""It's All Over Now"", ""Mother's Little Helper"", 'Time Is on My Side', 'Get Off of My Cloud', ""Can't You Hear Me Knocking"", 'Sympathy for the Devil', 'Wild Horses', 'Far Away Eyes', 'Miss You', 'Gimme Shelter', 'Paint It Black', ""Jumpin' Jack Flash"", 'Happy', ""You Can't Always Get What You Want"", 'Honky Tonk Women', 'Brown Sugar', ""(I Can't Get No) Satisfaction""]"
2019-08-30,Hard Rock Stadium,Miami Gardens,US,25.9420377,-80.2456045,No Filter,"[""Jumpin' Jack Flash"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', 'Under My Thumb', ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Sweet Virginia', 'Dead Flowers', 'Sympathy for the Devil', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Miss You', 'Paint It Black', 'Midnight Rambler', 'Start Me Up', 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-08-26,State Farm Stadium,Glendale,US,33.5386523,-112.1859866,No Filter,"[""Jumpin' Jack Flash"", ""Let's Spend the Night Together"", 'Tumbling Dice', 'Sad Sad Sad', 'Get Off of My Cloud', ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Sweet Virginia', 'Dead Flowers', 'Sympathy for the Devil', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Miss You', 'Paint It Black', 'Midnight Rambler', 'Start Me Up', 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-08-25,Southsea Common,Portsmouth,GB,50.8090805768295,-1.07142448425293,,"[""Jumpin' Jack Flash"", 'Honky Tonk Women', 'Paint It Black', 'Sympathy for the Devil', ""(I Can't Get No) Satisfaction"", ""It's Only Rock 'n' Roll (but I Like It)""]"
2019-08-22,Rose Bowl,Pasadena,US,34.1477849,-118.1445155,No Filter,"['Street Fighting Man', 'You Got Me Rocking', 'Tumbling Dice', ""She's a Rainbow"", ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Sweet Virginia', 'Dead Flowers', 'Sympathy for the Devil', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Miss You', 'Paint It Black', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-08-18,Levi's Stadium,Santa Clara,US,37.354108,-121.9552356,No Filter,"[""Jumpin' Jack Flash"", ""Let's Spend the Night Together"", 'Tumbling Dice', 'Out of Control', 'Rocks Off', ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Sweet Virginia', 'Let It Bleed', 'Sympathy for the Devil', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Start Me Up', 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-08-14,Centurylink Field,Seattle,US,47.6062095,-122.3320708,No Filter,"['Street Fighting Man', 'You Got Me Rocking', 'Tumbling Dice', 'Beast of Burden', ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Sweet Virginia', 'Dead Flowers', 'Sympathy for the Devil', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-08-10,Broncos Stadium at Mile High,Denver,US,39.7391536,-104.9847034,No Filter,"['Street Fighting Man', ""Let's Spend the Night Together"", 'Tumbling Dice', 'Like a Rolling Stone', ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Sweet Virginia', 'Dead Flowers', 'Sympathy for the Devil', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-08-05,MetLife Stadium,East Rutherford,US,40.833989,-74.0970865,No Filter,"[""Jumpin' Jack Flash"", 'You Got Me Rocking', 'Tumbling Dice', 'Harlem Shuffle', 'Monkey Man', ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Let It Bleed', 'Dead Flowers', 'Sympathy for the Devil', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Start Me Up', 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-08-01,MetLife Stadium,East Rutherford,US,40.833989,-74.0970865,No Filter,"['Street Fighting Man', ""Let's Spend the Night Together"", 'Tumbling Dice', ""She's a Rainbow"", ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Sweet Virginia', 'Dead Flowers', 'Sympathy for the Devil', 'Honky Tonk Women', 'Slipping Away', 'Before They Make Me Run', 'Miss You', 'Paint It Black', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-07-27,NRG Stadium,Houston,US,29.7632836,-95.3632715,No Filter,"[""Jumpin' Jack Flash"", ""Let's Spend the Night Together"", 'Tumbling Dice', 'Out of Control', 'Doo Doo Doo Doo Doo (Heartbreaker)', ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Sweet Virginia', 'Dead Flowers', 'Sympathy for the Devil', 'Honky Tonk Women', 'Slipping Away', 'Before They Make Me Run', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Start Me Up', 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-07-23,Lincoln Financial Field,Philadelphia,US,39.952335,-75.163789,No Filter,"['Street Fighting Man', 'You Got Me Rocking', 'Tumbling Dice', 'Bitch', ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Angie', 'Dead Flowers', 'Sympathy for the Devil', 'Honky Tonk Women', 'Slipping Away', 'Before They Make Me Run', 'Miss You', 'Midnight Rambler', 'Paint It Black', 'Gimme Shelter', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', ""(I Can't Get No) Satisfaction""]"
2019-07-19,TIAA Bank Field,Jacksonville,US,30.3321838,-81.655651,No Filter,"['Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Monkey Man', ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Play With Fire', 'Sweet Virginia', 'Sympathy for the Devil', 'Honky Tonk Women', 'Slipping Away', 'Before They Make Me Run', 'Miss You', 'Paint It Black', 'Midnight Rambler', 'Gimme Shelter', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', ""(I Can't Get No) Satisfaction""]"
2019-07-15,Mercedes-Benz Superdome,New Orleans,US,29.955,-90.075,No Filter,"[""Jumpin' Jack Flash"", ""Let's Spend the Night Together"", 'Tumbling Dice', 'Sad Sad Sad', 'Under My Thumb', ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Angie', 'Dead Flowers', 'Sympathy for the Devil', 'Honky Tonk Women', 'Slipping Away', 'Before They Make Me Run', 'Miss You', 'Paint It Black', 'Midnight Rambler', 'Start Me Up', 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-07-12,Sandy Amphitheater,Sandy City,US,40.5916147,-111.8841013,,"['Start Me Up', 'Street Fighting Man', 'Tumbling Dice', '19th Nervous Breakdown', 'Under My Thumb', 'The Last Time', 'Miss You', 'Beast of Burden', ""Can't You Hear Me Knocking"", 'Sympathy for the Devil', 'Wild Horses', 'Far Away Eyes', 'Gimme Shelter', 'Paint It Black', ""Jumpin' Jack Flash"", 'Happy', ""You Can't Always Get What You Want"", 'Honky Tonk Women', 'Brown Sugar', ""(I Can't Get No) Satisfaction""]"
2019-07-07,Gillette Stadium,Foxborough,US,42.0653768,-71.2478308,No Filter,"['Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', ""She's So Cold"", ""Ride 'Em on Down"", '2120 South Michigan Avenue', 'Play With Fire', 'Dead Flowers', 'Sympathy for the Devil', ""You Can't Always Get What You Want"", 'Honky Tonk Women', 'Slipping Away', 'Before They Make Me Run', 'Miss You', 'Paint It Black', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-07-03,FedExField,Landover,US,38.9340002,-76.8966397,No Filter,"[""Jumpin' Jack Flash"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'You Got Me Rocking', 'Mercy, Mercy', 'Rocks Off', ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Angie', 'Let It Bleed', 'Sympathy for the Devil', 'Honky Tonk Women', 'Slipping Away', 'Before They Make Me Run', 'Miss You', 'Paint It Black', 'Midnight Rambler', 'Start Me Up', 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-06-29,Burl’s Creek Event Grounds,Oro-Medonte,CA,44.578206966,-79.604037673,No Filter,"['Street Fighting Man', ""Let's Spend the Night Together"", 'Tumbling Dice', 'Sad Sad Sad', ""She's a Rainbow"", ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Angie', 'Dead Flowers', 'Sympathy for the Devil', 'Honky Tonk Women', 'Slipping Away', 'Before They Make Me Run', 'Miss You', 'Paint It Black', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-06-25,Soldier Field,Chicago,US,41.850033,-87.6500523,No Filter,"[""Jumpin' Jack Flash"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Bitch', ""Ride 'Em on Down"", 'Monkey Man', ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Play With Fire', 'Sweet Virginia', 'Sympathy for the Devil', 'Honky Tonk Women', 'Slipping Away', 'Before They Make Me Run', 'Miss You', 'Paint It Black', 'Midnight Rambler', 'Start Me Up', 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-06-21,Soldier Field,Chicago,US,41.850033,-87.6500523,No Filter,"['Street Fighting Man', ""Let's Spend the Night Together"", 'Tumbling Dice', 'Sad Sad Sad', 'You Got Me Rocking', ""You Can't Always Get What You Want"", '2120 South Michigan Avenue', 'Angie', 'Dead Flowers', 'Sympathy for the Devil', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Miss You', 'Paint It Black', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2019-02-15,Blue Ocean Music Hall,Salisbury,US,42.8417577,-70.8606083,,"['19th Nervous Breakdown', 'Under My Thumb', 'The Last Time', ""Let's Spend the Night Together"", ""It's All Over Now"", ""Mother's Little Helper"", 'Time Is on My Side', 'Heart of Stone', 'Get Off of My Cloud', 'Sympathy for the Devil', 'Bitch', 'Paint It Black', 'Gimme Shelter', ""Can't You Hear Me Knocking"", 'Street Fighting Man', 'Start Me Up', 'Miss You', 'Beast of Burden', 'Far Away Eyes', 'Wild Horses', 'Tumbling Dice', ""Jumpin' Jack Flash"", 'Happy', ""You Can't Always Get What You Want"", 'Honky Tonk Women', 'Brown Sugar', ""It's Only Rock 'n' Roll (but I Like It)"", ""(I Can't Get No) Satisfaction""]"
2018-08-17,Riverview Garage rooftop at Mohegan Sun Casino,Uncasville,US,41.4345426,-72.1097996,,"['Wild Horses', ""Can't You Hear Me Knocking"", 'Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)""]"
2018-07-08,PGE Narodowy,Warsaw,PL,52.25,21.0,No Filter,"['Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', 'Bitch', 'Like a Rolling Stone', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Sympathy for the Devil', 'Miss You', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2018-07-04,Letiště Praha Letňany,Prague,CZ,50.0878367932108,14.4241322001241,No Filter,"['Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', ""Ride 'Em on Down"", 'Under My Thumb', 'Like a Rolling Stone', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Sympathy for the Devil', 'Miss You', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2018-06-30,Mercedes-Benz-Arena,Stuttgart,DE,48.7823242931971,9.17701721191406,No Filter,"['Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', ""Ride 'Em on Down"", ""Let's Spend the Night Together"", 'Like a Rolling Stone', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Sympathy for the Devil', 'Miss You', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2018-06-26,Stade Vélodrome,Marseille,FR,43.3,5.4,No Filter,"['Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', 'Get Off of My Cloud', 'Fool to Cry', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Sympathy for the Devil', 'Miss You', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2018-06-22,Olympiastadion,Berlin,DE,52.5166667,13.4,No Filter,"['Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', 'Like a Rolling Stone', ""She's a Rainbow"", ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'Slipping Away', 'Before They Make Me Run', 'Sympathy for the Devil', 'Miss You', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
